year,lizard,order,frequency,rep,date,time,time.class,lat,long,ground,mesohabitat,microhabitat1,microhabitat 2,microhabitat 3 ,behavior,observer,notes,pulseinterval
2018,20,11,151,9,16-May,9:49,AM,35.11927,-119.62918,below,open,burrow,roadside,,standing,mario,,2.137
2018,12,15,151.11,9,16-May,9:59,AM,35.11909,-119.63046,above,open,burrow,mound,2M from shrub,standing,mario,,1.923
2018,12B,16,151.15,9,16-May,9:55,AM,35.11847,-119.62892,below,open,burrow,mound,,standing,mario,,2.027
2018,35,18,151.23,9,16-May,10:10,AM,35.1181,-119.63253,below,open,burrow,mound,,standing,mario,,2.031
2018,22,27,151.83,9,16-May,10:14,AM,35.1176,-119.63307,below,open,burrow,hillside,,standing,mario,,2.044
2018,30,7,150.77,9,16-May,10:49,AM,35.11753,-119.63265,below,open,burrow,,,standing,mario,,2.063
2018,7,23,151.59,9,16-May,10:35,AM,35.11747,-119.62628,above,open,burrow,,,standing,steph,,1.756
2018,56,9,150.81,9,16-May,10:19,AM,35.11707,-119.63482,above,open,burrow,,,standing,mario,,1.965
2018,9,2,150.57,9,16-May,10:40,AM,35.1167,-119.63519,below,open,burrow,,,standing,mario,,2.015
2018,64,8,151.79,9,16-May,9:32,AM,35.11642,-119.61957,above,open,burrow,mound,,standing,steph,,2.059
2018,99,3,150.609,9,16-May,10:11,AM,35.11523,-119.62477,above,open,burrow,,,standing,steph,,1.633
2018,13,24,151.61,9,16-May,10:00,AM,35.1151,-119.62362,above,open,burrow,,,standing,steph,,2.016
2018,40,17,151.209,9,16-May,10:33,AM,35.11223,-119.63373,below,open,burrow,mound,,standing,mario,,2.108
2018,130,30,151.969,9,16-May,9:47,AM,35.11954,-119.62136,above,open,grass,,,standing,steph,,2.205
2018,1,21,151.43,9,16-May,9:10,AM,35.12688,-119.63699,below,open,mound,,,standing,mario,,2.208
2018,200,10,150.83,9,16-May,10:03,AM,35.11964,-119.63071,above,open,mound,,,standing,mario,,1.994
2018,39,28,151.849,9,16-May,10:18,AM,35.11655,-119.62569,above,open,mound,,,standing,steph,,1.903
2018,176,12,151.029,9,16-May,10:25,AM,35.1152,-119.63443,above,open,mound,,,standing,mario,,1.869
2018,91,20,151.37,9,16-May,10:41,AM,35.11973,-119.62494,below,open,open,,,standing,steph,,1.442
2018,93,19,151.29,9,16-May,10:51,AM,35.11973,-119.62711,below,open,open,,,standing,steph,,1.808
2018,100,1,150.549,9,16-May,10:31,AM,35.11812,-119.6266,below,open,open,,,standing,steph,,1.761
2018,44,6,150.75,9,16-May,10:26,AM,35.11721,-119.62693,below,open,open,,,standing,steph,,1.839
2018,80,4,150.63,9,16-May,10:06,AM,35.11501,-119.62456,below,open,open,,,standing,steph,,2.145
2018,1,21,151.43,10,17-May,11:00,PM,35.12784,-119.63868,above,open,burrow,mound,,basking,mario,,1.449
2018,2,26,151.809,10,17-May,11:07,AM,35.12481,-119.63645,above,open,burrow,mound,,basking,mario,,1.719
2018,11,22,151.47,10,17-May,11:11,AM,35.12422,-119.63553,above,open,burrow,mound,,basking,mario,,1.48
2018,1337,29,151.91,10,17-May,11:27,AM,35.12052,-119.62917,above,open,burrow,mound,,basking,mario,,1.889
2018,47,25,151.649,10,17-May,11:32,AM,35.12026,-119.62742,below,open,burrow,mound,1M from Shrub,standing,mario,,1.85
2018,20,11,151,10,17-May,11:40,AM,35.11954,-119.62919,above,open,burrow,,,basking,mario,,1.522
2018,19,13,151.049,10,17-May,11:37,AM,35.11943,-119.62876,below,shrub,burrow,,,standing,mario,,1.876
2018,12,15,151.11,10,17-May,11:52,AM,35.11895,-119.63068,below,open,burrow,,,standing,mario,,1.616
2018,12B,16,151.15,10,17-May,11:46,AM,35.11822,-119.62915,below,open,burrow,mound,,standing,mario,,1.794
2018,44,6,150.75,10,17-May,12:00,PM,35.11798,-119.62656,above,open,burrow,,,basking,steph,,1.64
2018,22,27,151.83,10,17-May,12:05,PM,35.11771,-119.63299,above,open,burrow,,,basking,,,1.871
2018,80,4,150.63,10,17-May,11:41,AM,35.11521,-119.62399,above,open,burrow,,,basking,steph,,1.701
2018,40,17,151.209,10,17-May,12:32,PM,35.11223,-119.63371,below,open,burrow,mound,,standing,mario,,1.886
2018,130,30,151.969,10,17-May,11:18,AM,35.11952,-119.62141,above,open,grass,,,standing,steph,,1.578
2018,31,5,150.669,10,17-May,12:31,PM,35.12033,-119.63545,above,open,mound,,,standing,steph,,1.625
2018,7,23,151.59,10,17-May,12:09,PM,35.11762,-119.62526,above,open,mound,,,basking,steph,,1.719
2018,56,9,150.81,10,17-May,12:09,PM,35.11686,-119.63368,above,open,mound,,,basking,mario,,1.738
2018,64,8,151.79,10,17-May,11:07,AM,35.11613,-119.62023,above,open,mound,,,looking around,steph,,1.695
2018,93,19,151.29,10,17-May,12:26,PM,35.12002,-119.62636,below,open,open,,,standing,steph,,1.659
2018,100,1,150.549,10,17-May,12:04,PM,35.11797,-119.62672,below,open,open,,,standing,steph,,1.595
2018,91,20,151.37,10,17-May,12:14,PM,35.11761,-119.62498,below,open,open,,,standing,steph,,1.206
2018,39,28,151.849,10,17-May,11:54,AM,35.11668,-119.62587,below,open,open,,,standing,steph,,1.676
2018,99,3,150.609,10,17-May,11:46,AM,35.11526,-119.62502,above,open,open,,,basking,steph,,1.593
2018,176,12,151.029,10,17-May,12:22,PM,35.11638,-119.63394,above,shrub,shrub canopy,,,standing,mario,,1.973
2018,13,24,151.61,10,17-May,11:35,AM,35.11507,-119.62437,above,shrub,shrub canopy,,,hunting,steph,Ate grasshopper,1.791
2018,4,14,151.089,10,17-May,12:36,PM,35.12077,-119.6256,above,open,shrub canopy,,,basking,steph,,1.704
2018,200,10,150.83,10,17-May,11:40,PM,35.1185,-119.63074,above,open,shrub canopy,,,basking,mario,,1.646
2018,30,7,150.77,10,17-May,12:18,PM,35.11758,-119.63408,above,open,shrub canopy,,,basking,mario,,1.744
2018,35,18,151.23,10,17-May,12:01,PM,35.11723,-119.63154,above,open,shrub canopy,,,basking,mario,,1.703
2018,9,2,150.57,10,17-May,12:14,PM,35.11691,-119.63529,above,open,shrub canopy,,,basking,mario,,1.827
2018,2,26,151.809,11,19-May,14:41,PM,35.12515,-119.63681,above,open,burrow,,,basking,mario,Lizard 1 Is gone,1.543
2018,11,22,151.47,11,19-May,14:46,PM,35.12422,-119.63554,below,open,burrow,mound,,standing,mario,,1.493
2018,130,30,151.969,11,19-May,14:50,PM,35.11967,-119.62138,above,open,burrow,,,basking,steph,,1.782
2018,12,15,151.11,11,19-May,15:24,PM,35.11899,-119.63067,above,open,burrow,,,basking,mario,,1.572
2018,12B,16,151.15,11,19-May,15:19,PM,35.1185,-119.62894,below,open,burrow,mound,,standing,mario,,1.662
2018,200,10,150.83,11,19-May,15:30,PM,35.1181,-119.63167,above,open,burrow,,,standing,mario,,1.604
2018,100,1,150.549,11,19-May,15:33,PM,35.11807,-119.62661,above,open,burrow,,,standing,steph,,1.432
2018,30,7,150.77,11,19-May,15:49,PM,35.11769,-119.63393,below,shrub,burrow,,,standing,mario,,1.673
2018,35,18,151.23,11,19-May,15:33,PM,35.11728,-119.63117,below,open,burrow,mound,,standing,mario,,1.716
2018,44,6,150.75,11,19-May,15:27,PM,35.11711,-119.62727,above,open,burrow,,,basking,steph,,1.542
2018,56,9,150.81,11,19-May,15:41,PM,35.11705,-119.63922,below,shrub,burrow,,,standing,mario,,1.682
2018,9,2,150.57,11,19-May,15:44,PM,35.11675,-119.63499,below,open,burrow,mound,,basking,mario,,1.529
2018,40,17,151.209,11,19-May,16:04,PM,35.11529,-119.63418,below,open,burrow,mound,,standing,mario,,1.548
2018,176,12,151.029,11,19-May,15:56,PM,35.11529,-119.63418,above,open,burrow,,,standing,mario,,1.738
2018,99,3,150.609,11,19-May,15:15,PM,35.11528,-119.6247,above,open,burrow,,,basking,steph,,1.493
2018,1337,29,151.91,11,19-May,14:59,PM,35.12079,-119.62836,above,open,mound,,,basking,mario,,1.749
2018,4,14,151.089,11,19-May,16:09,PM,35.12091,-119.62508,above,open,open,,,basking,steph,Lizard 91 is gone,1.653
2018,31,5,150.669,11,19-May,16:05,PM,35.1203,-119.62492,below,open,open,,,standing,steph,,1.595
2018,19,13,151.049,11,19-May,15:12,PM,35.12011,-119.62852,above,open,open,,,basking,mario,,1.639
2018,93,19,151.29,11,19-May,15:56,PM,35.1198,-119.62691,below,open,open,,,standing,steph,,1.709
2018,7,23,151.59,11,19-May,15:38,PM,35.11808,-119.62569,above,open,open,,,basking,steph,Collar 1 and 91 found,1.703
2018,22,27,151.83,11,19-May,13:37,PM,35.11731,-119.63297,above,open,open,,,basking,mario,,1.694
2018,39,28,151.849,11,19-May,15:22,PM,35.1167,-119.62584,below,open,open,,,standing,steph,,1.803
2018,64,8,151.79,11,19-May,14:57,PM,35.11612,-119.61857,above,open,open,,,looking around,steph,,1.457
2018,20,11,151,11,19-May,15:15,PM,35.11935,-119.62914,above,shrub,rock,roadside,,standing,mario,,1.447
2018,13,24,151.61,11,19-May,15:02,PM,35.11551,-119.62338,above,shrub,shrub canopy,,,interacting,steph,uncollared lizard with it,1.692
2018,80,4,150.63,11,19-May,15:09,PM,35.11533,-119.62452,above,shrub,shrub canopy,,,standing,steph,,1.526
2018,47,25,151.649,11,19-May,15:07,PM,35.12141,-119.62743,below,shrub,washbank,,,standing,mario,,1.733
2018,2,26,151.809,12,20-May,13:50,PM,35.12484,-119.6365,above,open,burrow,mound,,basking,mario,,1.669
2018,11,22,151.47,12,20-May,13:54,PM,35.12422,-119.63552,below,open,burrow,mound,,standing,mario,,1.66
2018,4,14,151.089,12,20-May,16:48,PM,35.121,-119.62508,below,open,burrow,mound,,standing,mario,,1.901
2018,31,5,150.669,12,20-May,16:50,PM,35.1203,-119.62495,below,open,burrow,,,standing,rich,,1.793
2018,19,13,151.049,12,20-May,14:24,PM,35.11992,-119.62894,above,open,burrow,mound,,basking,mario,,1.836
2018,93,19,151.29,12,20-May,16:28,PM,35.11957,-119.62708,below,open,burrow,,,standing,rich,,1.656
2018,7,23,151.59,12,20-May,16:11,PM,35.11847,-119.62531,above,open,burrow,,,standing,rich,,1.799
2018,12B,16,151.15,12,20-May,14:29,PM,35.11821,-119.62929,below,open,burrow,mound,,standing,mario,,1.707
2018,200,10,150.83,12,20-May,14:39,PM,35.11814,-119.63155,above,open,burrow,,,basking,mario,,1.526
2018,35,18,151.23,12,20-May,14:42,PM,35.11809,-119.63259,above,open,burrow,mound,,basking,mario,,1.594
2018,100,1,150.549,12,20-May,15:58,PM,35.11782,-119.62468,below,open,burrow,,,standing,rich,,1.73
2018,22,27,151.83,12,20-May,14:47,PM,35.11761,-119.63303,below,open,burrow,mound,,standing,mario,,1.6
2018,56,9,150.81,12,20-May,14:51,PM,35.11752,-119.63425,above,open,burrow,mound,,basking,mario,,1.522
2018,44,6,150.75,12,20-May,15:44,PM,35.11752,-119.62724,above,open,burrow,mound,,standing,rich,,1.546
2018,9,2,150.57,12,20-May,14:55,PM,35.11675,-119.63496,below,open,burrow,mound,,standing,mario,,1.671
2018,39,28,151.849,12,20-May,15:39,PM,35.1167,-119.62582,below,open,burrow,,,standing,rich,,1.702
2018,64,8,151.79,12,20-May,14:12,PM,35.11605,-119.62028,above,open,burrow,,,standing,rich,,1.672
2018,80,4,150.63,12,20-May,15:09,PM,35.11552,-119.62423,below,open,burrow,,,standing,rich,,1.736
2018,40,17,151.209,12,20-May,15:18,PM,35.11226,-119.63373,below,open,burrow,mound,,standing,mario,Keep an eye on location,1.795
2018,20,11,151,12,20-May,14:20,PM,35.11934,-119.62898,below,open,mound,,,standing,mario,,1.667
2018,99,3,150.609,12,20-May,15:19,PM,35.11513,-119.62498,above,open,mound,,,basking,rich,,1.702
2018,130,30,151.969,12,20-May,14:35,PM,35.11958,-119.6213,below,open,open,,,standing,rich,,1.856
2018,12,15,151.11,12,20-May,14:33,PM,35.11894,-119.62994,above,open,open,,,basking,mario,,1.61
2018,176,12,151.029,12,20-May,15:08,PM,35.11521,-119.63512,above,open,open,,,basking,mario,,1.609
2018,13,24,151.61,12,20-May,14:52,PM,35.11482,-119.62411,above,open,rock,flat,,basking,rich,,1.825
2018,47,25,151.649,12,20-May,14:13,PM,35.1214,-119.62739,below,shrub,shrub canopy,,,standing,mario,keep an eye on location,1.676
2018,1337,29,151.91,12,20-May,14:08,PM,35.12125,-119.62915,above,shrub,shrub canopy,,,standing,mario,,1.481
2018,30,7,150.77,12,20-May,15:01,PM,35.11781,-119.63348,above,shrub,shrub canopy,,,standing,mario,,1.677
2018,2,26,151.809,13,21-May,9:44,AM,35.12506,-119.63673,above,open,burrow,mound,,standing,mario,,1.642
2018,11,22,151.47,13,21-May,9:48,AM,35.12422,-119.63551,below,open,burrow,mound,,standing,mario,Keep an eye on location,1.549
2018,4,14,151.089,13,21-May,11:30,AM,35.12085,-119.62558,above,open,burrow,mound,,basking,mario,,1.529
2018,31,5,150.669,13,21-May,11:34,AM,35.12024,-119.62495,below,open,burrow,mound,,standing,mario,,1.825
2018,19,13,151.049,13,21-May,10:11,AM,35.12003,-119.62888,above,open,burrow,mound,,basking,mario,,1.732
2018,93,19,151.29,13,21-May,11:55,AM,35.11971,-119.62714,above,open,burrow,,,standing,rich,,1.645
2018,130,30,151.969,13,21-May,10:14,AM,35.11948,-119.62121,above,open,burrow,grass,,standing,rich,,1.592
2018,20,11,151,13,21-May,10:14,AM,35.11934,-119.62901,below,open,burrow,,,standing,mario,,1.739
2018,12B,16,151.15,13,21-May,10:18,AM,35.11833,-119.62914,above,open,burrow,,,basking,mario,,1.582
2018,35,18,151.23,13,21-May,10:30,AM,35.11809,-119.63259,above,open,burrow,mound,,emerging,mario,half in burrow half out,1.572
2018,44,6,150.75,13,21-May,11:28,AM,35.11792,-119.62673,above,open,burrow,,,standing,mario,,1.666
2018,100,1,150.549,13,21-May,11:35,AM,35.11789,-119.62648,above,open,burrow,,,standing,rich,,1.498
2018,39,28,151.849,13,21-May,11:15,AM,35.11667,-119.62587,below,open,burrow,,,standing,mario,,2.096
2018,64,8,151.79,13,21-May,10:04,AM,35.11593,-119.61954,above,open,burrow,,,standing,rich,,1.751
2018,80,4,150.63,13,21-May,10:50,AM,35.11553,-119.62412,above,open,burrow,,,standing,rich,,1.828
2018,176,12,151.029,13,21-May,10:52,AM,35.11524,-119.63415,below,open,burrow,mound,,standing,mario,,1.645
2018,13,24,151.61,13,21-May,10:42,AM,35.11517,-119.6239,above,open,burrow,2M from shrub,,standing,rich,,1.855
2018,99,3,150.609,13,21-May,10:59,AM,35.11501,-119.62487,above,open,burrow,1M from shrub,,standing,rich,,1.592
2018,40,17,151.209,13,21-May,11:01,AM,35.11226,-119.63373,below,open,burrow,mound,,standing,mario,keep an eye on location,1.832
2018,30,7,150.77,13,21-May,10:45,AM,35.11789,-119.63387,above,open,mound,,,standing,mario,,1.624
2018,200,10,150.83,13,21-May,10:25,AM,35.11836,-119.63161,above,open,open,,,basking,mario,,1.579
2018,1337,29,151.91,13,21-May,10:00,AM,35.12164,-119.63894,above,shrub,shrub canopy,,,standing,mario,,1.513
2018,12,15,151.11,13,21-May,10:21,AM,35.11891,-119.63021,above,shrub,shrub canopy,,,standing,mario,,1.661
2018,22,27,151.83,13,21-May,10:33,AM,35.1177,-119.63309,above,shrub,shrub canopy,,,standing,mario,,1.526
2018,9,2,150.57,13,21-May,10:39,AM,35.11668,-119.63509,above,shrub,shrub canopy,,,standing,mario,,1.482
2018,7,23,151.59,13,21-May,11:41,AM,35.11807,-119.62505,above,open,shrub canopy,,,standing,rich,,1.54
2018,56,9,150.81,13,21-May,10:41,AM,35.11715,-119.63471,above,open,shrub canopy,,,basking,mario,,1.517
2018,47,25,151.649,13,21-May,10:06,AM,35.12141,-119.62741,below,open,washbank,,,standing,mario,keep an eye on location,1.611
2018,2,26,151.809,14,22-May,13:49,PM,35.12509,-119.6369,above,open,burrow,mound,,basking,mario,,1.622
2018,11,22,151.47,14,22-May,13:53,PM,35.12421,-119.63552,below,open,burrow,mound,,standing,mario,,1.831
2018,47,25,151.649,14,22-May,14:12,PM,35.12094,-119.62737,below,open,burrow,mound,,standing,mario,has moved!,1.645
2018,19,13,151.049,14,22-May,14:16,PM,35.11934,-119.629,below,open,burrow,mound,,standing,mario,,1.672
2018,20,11,151,14,22-May,14:19,PM,35.11928,-119.62882,above,open,burrow,mound,,basking,mario,,1.629
2018,12,15,151.11,14,22-May,14:35,PM,35.1191,-119.63046,below,open,burrow,mound,,standing,mario,,1.628
2018,22,27,151.83,14,22-May,14:44,PM,35.11817,-119.63158,below,open,burrow,,,standing,mario,,1.827
2018,12B,16,151.15,14,22-May,14:24,PM,35.11815,-119.62945,below,open,burrow,mound,,standing,mario,,1.737
2018,200,10,150.83,14,22-May,14:30,PM,35.118,-119.63128,above,open,burrow,,,basking,mario,,1.539
2018,35,18,151.23,14,22-May,14:40,PM,35.1179,-119.632,above,open,burrow,mound,1M from Shrub,standing,mario,,1.731
2018,30,7,150.77,14,22-May,14:57,PM,35.11775,-119.634,above,open,burrow,mound,hillside,basking,mario,,1.439
2018,176,12,151.029,14,22-May,15:02,PM,35.11535,-119.63405,above,open,burrow,,,basking,mario,,1.783
2018,40,17,151.209,14,22-May,15:08,PM,35.11224,-119.63374,below,open,burrow,mound,,standing,mario,Keep an eye on location,1.663
2018,7,23,151.59,14,22-May,15:08,PM,35.11854,-119.62526,above,open,mound,,,basking,steph,,1.706
2018,64,8,151.79,14,22-May,14:01,PM,35.11577,-119.61974,above,open,mound,,,hunting,steph,,1.463
2018,4,14,151.089,14,22-May,15:33,PM,35.12101,-119.62508,below,open,open,,,standing,steph,,1.85
2018,130,30,151.969,14,22-May,14:20,PM,35.12032,-119.6217,below,open,open,,,standing,steph,,1.675
2018,31,5,150.669,14,22-May,15:28,PM,35.12026,-119.62442,below,open,open,,,standing,steph,,1.85
2018,93,19,151.29,14,22-May,15:21,PM,35.11977,-119.62704,below,open,open,,,standing,steph,,1.79
2018,100,1,150.549,14,22-May,15:02,PM,35.1179,-119.6265,below,open,open,,,standing,steph,,1.677
2018,39,28,151.849,14,22-May,14:49,PM,35.11652,-119.62601,above,open,open,,,standing,steph,,1.663
2018,99,3,150.609,14,22-May,14:43,PM,35.11525,-119.625,above,open,open,,,standing,steph,,1.621
2018,1337,29,151.91,14,22-May,14:07,PM,35.12188,-119.62878,above,shrub,shrub canopy,,,standing,mario,,1.728
2018,56,9,150.81,14,22-May,14:49,PM,35.11713,-119.6335,above,shrub,shrub canopy,,,standing,mario,,1.746
2018,44,6,150.75,14,22-May,14:55,PM,35.1171,-119.62789,above,shrub,shrub canopy,,,looking around,steph,,1.643
2018,9,2,150.57,14,22-May,14:53,PM,35.11653,-119.63492,above,shrub,shrub canopy,,,standing,mario,,1.972
2018,80,4,150.63,14,22-May,14:38,PM,35.1156,-119.62435,above,shrub,shrub canopy,,,standing,steph,,1.576
2018,13,24,151.61,14,22-May,14:34,PM,35.11514,-119.62437,above,shrub,shrub canopy,,,basking,steph,,1.591
2018,2,26,151.809,15,23-May,12:00,PM,35.12516,-119.63675,above,open,burrow,,,basking,mario,,1.713
2018,11,22,151.47,15,23-May,12:04,PM,35.12421,-119.63552,below,open,burrow,mound,,standing,mario,,1.728
2018,1337,29,151.91,15,23-May,12:16,PM,35.12173,-119.62848,above,open,burrow,mound,,basking,mario,,1.539
2018,47,25,151.649,15,23-May,12:21,PM,35.12096,-119.62736,below,open,burrow,mound,,standing,mario,,1.637
2018,20,11,151,15,23-May,12:30,PM,35.11932,-119.62897,below,open,burrow,mound,,standing,mario,,1.737
2018,200,10,150.83,15,23-May,12:41,PM,35.11842,-119.6311,below,open,burrow,mound,,standing,mario,,1.782
2018,22,27,151.83,15,23-May,12:56,PM,35.11819,-119.63165,below,open,burrow,,,standing,mario,,1.438
2018,12B,16,151.15,15,23-May,12:36,PM,35.11806,-119.62942,above,open,burrow,,,basking,mario,,1.578
2018,7,23,151.59,15,23-May,13:19,PM,35.11797,-119.62638,above,open,burrow,mound,,basking,steph,,1.722
2018,30,7,150.77,15,23-May,12:49,PM,35.11778,-119.63384,below,open,burrow,mound,,standing,mario,,1.574
2018,35,18,151.23,15,23-May,12:45,PM,35.11752,-119.63232,above,open,burrow,,,basking,mario,,1.649
2018,176,12,151.029,15,23-May,13:13,PM,35.11536,-119.63441,above,open,burrow,mound,,basking,mario,,1.573
2018,40,17,151.209,15,23-May,13:20,PM,35.11224,-119.63373,below,open,burrow,mound,,standing,mario,,1.684
2018,4,14,151.089,15,23-May,13:43,PM,35.12085,-119.62523,below,open,open,,,standing,steph,,1.501
2018,130,30,151.969,15,23-May,12:27,PM,35.12034,-119.62173,below,open,open,,,standing,steph,,1.922
2018,31,5,150.669,15,23-May,13:38,PM,35.12029,-119.62497,below,open,open,,,standing,steph,,1.715
2018,93,19,151.29,15,23-May,13:33,PM,35.11976,-119.62706,below,open,open,,,standing,steph,,1.766
2018,100,1,150.549,15,23-May,13:16,PM,35.1179,-119.6265,below,open,open,,,standing,steph,,1.638
2018,56,9,150.81,15,23-May,13:07,PM,35.1176,-119.63394,above,open,open,,,basking,mario,,1.631
2018,39,28,151.849,15,23-May,13:02,PM,35.1166,-119.62619,below,open,open,,,standing,steph,,1.477
2018,19,13,151.049,15,23-May,12:32,PM,35.11932,-119.62914,above,shrub,rock,roadside,,standing,mario,,1.694
2018,64,8,151.79,15,23-May,12:11,PM,35.11645,-119.62046,above,shrub,rock,roadside,,standing,steph,,1.602
2018,13,24,151.61,15,23-May,12:43,PM,35.11544,-119.62478,above,open,rock,,,basking,steph,,1.795
2018,44,6,150.75,15,23-May,13:08,PM,35.11725,-119.62823,above,shrub,shrub canopy,,,standing,steph,,1.682
2018,9,2,150.57,15,23-May,13:03,PM,35.11693,-119.634,below,shrub,shrub canopy,,,standing,mario,,1.557
2018,80,4,150.63,15,23-May,12:48,PM,35.11561,-119.62435,above,shrub,shrub canopy,,,standing,steph,,1.743
2018,99,3,150.609,15,23-May,12:52,PM,35.11526,-119.62486,above,shrub,shrub canopy,,,standing,steph,,1.605
2018,12,15,151.11,15,23-May,12:27,PM,35.12007,-119.62959,above,open,washbank,,,basking,mario,,1.529
2018,2,26,151.809,16,24-May,8:35,AM,35.12493,-119.63644,above,open,burrow,mound,,basking,mario,,1.547
2018,11,22,151.47,16,24-May,8:56,AM,35.12423,-119.63553,below,open,burrow,mound,,standing,mario,keep an eye on location,1.892
2018,47,25,151.649,16,24-May,9:14,AM,35.12095,-119.62738,below,open,burrow,mound,,standing,mario,keep an eye on location,1.684
2018,1337,29,151.91,16,24-May,9:10,AM,35.12083,-119.62862,below,open,burrow,mound,,standing,mario,,1.736
2018,20,11,151,16,24-May,9:22,AM,35.11931,-119.62901,below,open,burrow,mound,,standing,mario,,1.918
2018,12,15,151.11,16,24-May,9:29,AM,35.11898,-119.63067,above,open,burrow,,,basking,mario,,1.562
2018,200,10,150.83,16,24-May,9:33,AM,35.11831,-119.6312,above,open,burrow,mound,,basking,mario,,1.619
2018,12B,16,151.15,16,24-May,9:25,AM,35.1182,-119.62918,below,open,burrow,mound,,standing,mario,,1.827
2018,30,7,150.77,16,24-May,9:45,AM,35.11777,-119.63385,below,open,burrow,mound,,standing,mario,,1.831
2018,56,9,150.81,16,24-May,9:54,AM,35.11697,-119.63383,above,open,burrow,hillside,,basking,mario,,1.662
2018,9,2,150.57,16,24-May,9:50,AM,35.11668,-119.63509,below,shrub,burrow,,,standing,mario,,1.727
2018,64,8,151.79,16,24-May,9:06,AM,35.11631,-119.62006,above,open,burrow,roadside,,basking,steph,,1.823
2018,99,3,150.609,16,24-May,9:48,AM,35.11535,-119.62487,above,open,burrow,,,basking,steph,,1.525
2018,176,12,151.029,16,24-May,10:06,AM,35.11526,-119.63417,above,open,burrow,mound,,basking,mario,,1.773
2018,80,4,150.63,16,24-May,9:42,AM,35.11502,-119.62456,above,open,burrow,,,interacting,steph,with number 13,1.731
2018,40,17,151.209,16,24-May,10:06,AM,35.11223,-119.63372,below,open,burrow,mound,,standing,mario,,1.773
2018,35,18,151.23,16,24-May,9:36,AM,35.11728,-119.63116,above,open,mound,,,basking,mario,,1.722
2018,4,14,151.089,16,24-May,10:33,AM,35.12085,-119.62524,below,open,open,,,standing,steph,,2.079
2018,31,5,150.669,16,24-May,10:24,AM,35.1203,-119.62495,below,open,open,,,standing,steph,,2.16
2018,130,30,151.969,16,24-May,9:22,AM,35.1203,-119.62172,below,open,open,,,standing,steph,,2.313
2018,93,19,151.29,16,24-May,10:22,AM,35.11975,-119.62705,below,open,open,,,standing,steph,,2.21
2018,22,27,151.83,16,24-May,9:40,AM,35.11821,-119.63163,below,open,open,,,standing,mario,,1.831
2018,100,1,150.549,16,24-May,10:05,AM,35.11791,-119.6265,below,open,open,,,standing,steph,,2.036
2018,44,6,150.75,16,24-May,10:00,AM,35.11752,-119.62731,above,open,open,,,standing,steph,,1.73
2018,39,28,151.849,16,24-May,9:55,AM,35.11661,-119.62617,below,open,open,,,standing,steph,,2.86
2018,19,13,151.049,16,24-May,9:19,AM,35.11931,-119.6279,above,shrub,shrub canopy,,,standing,mario,,1.748
2018,7,23,151.59,16,24-May,10:10,AM,35.11806,-119.62535,above,shrub,shrub canopy,,,standing,steph,,1.8
2018,13,24,151.61,16,24-May,9:39,AM,35.11504,-119.62444,above,open,shrub canopy,,,interacting,steph,with number 80,1.946
2018,2,26,151.809,17,25-May,9:46,AM,35.12487,-119.6362,above,open,burrow,,,basking,mario,,1.629
2018,11,22,151.47,17,25-May,9:49,AM,35.12422,-119.63549,below,open,burrow,mound,,standing,mario,keep an eye on location,1.691
2018,47,25,151.649,17,25-May,10:05,AM,35.12097,-119.62739,below,open,burrow,mound,,standing,mario,,1.694
2018,20,11,151,17,25-May,10:12,AM,35.11932,-119.62896,below,open,burrow,mound,,standing,mario,,2.017
2018,19,13,151.049,17,25-May,10:09,AM,35.11931,-119.62789,above,open,burrow,mound,,basking,mario,,1.625
2018,30,7,150.77,17,25-May,10:33,AM,35.11778,-119.63384,below,open,burrow,mound,,standing,mario,keep an eye on location,1.676
2018,35,18,151.23,17,25-May,10:25,AM,35.11727,-119.63114,above,open,burrow,mound,,basking,mario,,1.562
2018,44,6,150.75,17,25-May,10:48,AM,35.11707,-119.62762,above,open,burrow,,,standing,steph,,1.693
2018,176,12,151.029,17,25-May,10:45,AM,35.11586,-119.63379,above,open,burrow,,,basking,mario,,1.772
2018,40,17,151.209,17,25-May,10:51,AM,35.11223,-119.63372,below,open,burrow,mound,,standing,mario,no movement in days,1.961
2018,9,2,150.57,17,25-May,10:37,AM,35.11626,-119.6353,above,open,mound,,,basking,mario,,1.593
2018,4,14,151.089,17,25-May,11:20,AM,35.12083,-119.62524,below,open,open,,,standing,steph,,2.026
2018,130,30,151.969,17,25-May,10:11,AM,35.12032,-119.62172,below,open,open,,,standing,steph,,2.316
2018,31,5,150.669,17,25-May,11:16,AM,35.12027,-119.62498,below,open,open,,,standing,steph,,2.126
2018,93,19,151.29,17,25-May,11:10,AM,35.11974,-119.62706,below,open,open,,,standing,steph,,2.069
2018,7,23,151.59,17,25-May,10:59,AM,35.11835,-119.62516,below,open,open,,,standing,steph,,1.926
2018,12B,16,151.15,17,25-May,10:15,AM,35.11825,-119.62914,above,open,open,,,basking,mario,,1.572
2018,22,27,151.83,17,25-May,10:28,AM,35.11818,-119.63165,below,open,open,,,standing,mario,,1.783
2018,100,1,150.549,17,25-May,10:54,AM,35.11791,-119.62648,below,open,open,,,standing,steph,,2.042
2018,39,28,151.849,17,25-May,10:42,AM,35.11656,-119.62619,below,open,open,,,standing,steph,,2.162
